2000 1996
1 335 1
2 271 1
2 636 1
2 865 1
3 1600 1
4 190 1
7 1305 1
7 1440 1
7 1546 1
7 1639 1
8 703 1
8 763 1
9 1572 1
9 1694 1
10 319 1
10 802 1
10 1359 1
10 1734 1
11 1286 1
11 1470 1
12 65 1
12 372 1
13 231 1
13 613 1
13 1141 1
14 682 1
14 1189 1
15 890 1
16 1000 1
17 386 1
17 401 1
17 1050 1
18 810 1
18 1006 1
19 276 1
19 947 1
20 230 1
20 300 1
20 899 1
20 1364 1
20 1588 1
20 1718 1
21 1612 1
22 461 1
22 507 1
22 1332 1
22 1799 1
23 1992 1
24 1164 1
24 1741 1
24 1750 1
25 1407 1
26 1232 1
27 820 1
27 1154 1
28 403 1
28 578 1
28 1655 1
28 1679 1
29 873 1
29 884 1
29 886 1
29 1073 1
31 80 1
31 1535 1
32 160 1
32 385 1
32 1453 1
34 437 1
34 1014 1
35 48 1
35 256 1
35 315 1
35 1202 1
37 767 1
37 1715 1
37 1792 1
38 363 1
39 653 1
39 1380 1
39 1856 1
39 1984 1
40 202 1
40 1041 1
40 1617 1
43 113 1
43 164 1
44 1837 1
45 1544 1
45 1816 1
46 1428 1
47 833 1
49 459 1
51 1345 1
51 1919 1
52 1630 1
54 1116 1
54 1693 1
55 1564 1
57 1135 1
57 1683 1
57 1767 1
59 420 1
59 889 1
59 1098 1
59 1681 1
60 899 1
61 1359 1
61 1370 1
61 1695 1
62 99 1
62 1174 1
62 1485 1
62 1575 1
63 1461 1
63 1815 1
63 1970 1
64 493 1
65 992 1
65 1849 1
66 83 1
66 1792 1
67 1618 1
68 431 1
68 1305 1
68 1742 1
69 1428 1
70 1474 1
71 107 1
71 339 1
71 890 1
72 1032 1
72 1905 1
73 1914 1
74 1436 1
74 1499 1
74 1623 1
74 1869 1
74 1979 1
75 464 1
75 639 1
76 343 1
76 681 1
77 848 1
77 1837 1
78 330 1
79 1167 1
81 786 1
81 943 1
81 1103 1
82 233 1
82 1455 1
85 219 1
85 950 1
85 1166 1
85 1971 1
86 220 1
86 1209 1
87 919 1
87 1184 1
88 304 1
89 1170 1
90 1093 1
91 855 1
91 1124 1
91 1549 1
92 453 1
93 635 1
93 1279 1
93 1414 1
94 856 1
95 1235 1
96 102 1
96 1302 1
97 101 1
97 355 1
97 1389 1
97 1670 1
98 1339 1
99 166 1
99 1158 1
100 312 1
100 890 1
102 1768 1
103 643 1
103 754 1
103 1606 1
104 417 1
105 1041 1
105 1358 1
106 364 1
106 715 1
106 1391 1
106 1614 1
108 480 1
109 124 1
109 1364 1
110 379 1
110 687 1
110 1595 1
110 1891 1
110 1932 1
111 218 1
111 296 1
111 353 1
111 374 1
111 467 1
111 1638 1
112 1233 1
112 1292 1
112 1316 1
113 443 1
114 697 1
114 1349 1
115 1153 1
116 715 1
116 1264 1
117 1846 1
118 253 1
118 761 1
118 1512 1
119 1374 1
119 1985 1
121 636 1
121 1392 1
122 576 1
124 760 1
124 1220 1
125 534 1
125 1899 1
126 826 1
128 1728 1
129 268 1
129 1409 1
129 1773 1
130 638 1
130 871 1
130 1475 1
130 1958 1
131 384 1
131 695 1
131 1305 1
131 1952 1
132 491 1
132 1200 1
132 1407 1
135 1774 1
136 978 1
136 1888 1
137 594 1
138 540 1
138 706 1
138 989 1
138 1151 1
140 525 1
140 746 1
140 800 1
140 1059 1
141 409 1
141 993 1
142 316 1
142 1014 1
142 1925 1
143 197 1
145 245 1
145 1236 1
146 643 1
147 887 1
147 1673 1
148 1682 1
149 585 1
149 1024 1
149 1179 1
149 1195 1
149 1313 1
149 1672 1
150 985 1
150 1334 1
151 331 1
152 294 1
152 1909 1
153 1802 1
154 568 1
154 706 1
154 1788 1
154 1986 1
155 489 1
155 682 1
157 325 1
157 724 1
157 1059 1
157 1123 1
157 1436 1
157 1577 1
157 1850 1
158 1758 1
160 818 1
160 1016 1
161 349 1
161 1181 1
161 1290 1
161 1457 1
162 1074 1
162 1415 1
163 378 1
163 520 1
163 1133 1
163 1140 1
163 1573 1
164 1058 1
165 1249 1
166 472 1
167 375 1
168 1190 1
169 606 1
169 1247 1
171 915 1
174 510 1
174 1850 1
175 537 1
175 1450 1
177 1327 1
179 215 1
179 416 1
179 1123 1
180 1675 1
181 1379 1
181 1843 1
182 1121 1
184 516 1
184 1566 1
185 585 1
186 701 1
186 846 1
187 386 1
188 454 1
188 1477 1
189 267 1
189 669 1
190 1447 1
190 1569 1
190 1882 1
191 1724 1
191 1762 1
192 820 1
192 1341 1
192 1567 1
192 1766 1
193 1161 1
193 1397 1
193 1676 1
194 1353 1
194 1651 1
196 301 1
196 710 1
196 1707 1
197 437 1
197 634 1
197 856 1
197 1523 1
198 246 1
198 435 1
198 1818 1
198 1994 1
199 278 1
199 1967 1
201 746 1
201 923 1
202 1045 1
203 1331 1
203 1350 1
203 1428 1
205 743 1
205 922 1
206 740 1
206 1340 1
207 418 1
207 1299 1
208 261 1
208 562 1
210 1477 1
211 1281 1
211 1733 1
212 851 1
212 940 1
213 273 1
213 456 1
213 860 1
213 1636 1
214 460 1
214 1844 1
215 825 1
215 1593 1
216 995 1
216 1956 1
217 1210 1
217 1583 1
218 617 1
218 967 1
218 1172 1
219 841 1
219 1501 1
220 551 1
221 581 1
221 1347 1
222 1000 1
222 1045 1
222 1436 1
223 414 1
223 550 1
224 505 1
224 1049 1
224 1285 1
224 1600 1
225 523 1
225 999 1
225 1628 1
227 408 1
227 1041 1
227 1152 1
227 1295 1
228 824 1
228 1615 1
228 1620 1
229 699 1
230 550 1
230 1089 1
230 1541 1
231 492 1
231 1012 1
231 1478 1
232 1150 1
234 987 1
234 1441 1
234 1675 1
234 1900 1
235 496 1
235 722 1
235 1507 1
236 1782 1
237 838 1
237 1276 1
237 1488 1
238 432 1
238 1824 1
239 1395 1
239 1647 1
239 1763 1
239 1829 1
240 1415 1
242 577 1
244 523 1
245 1121 1
245 1981 1
248 801 1
248 906 1
248 1161 1
248 1750 1
249 394 1
249 776 1
250 338 1
250 1370 1
251 649 1
251 1265 1
252 1457 1
253 544 1
253 926 1
254 1436 1
255 1177 1
255 1221 1
255 1741 1
256 627 1
256 1423 1
257 970 1
257 1199 1
257 1432 1
257 1709 1
258 797 1
259 1167 1
260 1866 1
261 1765 1
263 1054 1
264 590 1
264 874 1
264 1430 1
265 553 1
265 602 1
265 1691 1
265 1734 1
265 1901 1
267 1735 1
268 281 1
268 1033 1
268 1251 1
268 1384 1
269 507 1
269 567 1
269 1134 1
271 276 1
271 384 1
271 1536 1
272 887 1
272 1973 1
274 1533 1
276 596 1
276 1702 1
276 1875 1
280 1880 1
281 283 1
281 1701 1
282 625 1
282 1993 1
283 1729 1
284 647 1
285 1102 1
286 766 1
286 949 1
287 697 1
288 563 1
288 965 1
288 1680 1
289 698 1
289 1925 1
289 1959 1
290 598 1
290 1012 1
290 1389 1
290 1879 1
291 1199 1
292 1475 1
292 1576 1
292 1650 1
294 1912 1
295 1114 1
295 1328 1
295 1701 1
295 1925 1
296 1379 1
296 1688 1
297 685 1
297 1005 1
298 398 1
299 1307 1
300 1348 1
301 495 1
301 980 1
302 646 1
303 470 1
303 1537 1
305 429 1
305 1453 1
306 996 1
306 1067 1
306 1155 1
306 1835 1
311 1233 1
312 1043 1
312 1755 1
312 1915 1
313 1222 1
313 1850 1
313 1936 1
314 873 1
314 1449 1
314 1740 1
314 1913 1
315 453 1
315 905 1
315 951 1
315 1394 1
315 1954 1
316 525 1
316 1318 1
316 1958 1
317 1573 1
319 623 1
319 970 1
320 1704 1
320 1791 1
321 1470 1
322 1149 1
322 1170 1
323 774 1
325 751 1
325 1192 1
325 1607 1
325 1670 1
325 1786 1
326 585 1
326 1228 1
326 1308 1
326 1625 1
328 564 1
328 874 1
328 1501 1
330 855 1
331 1353 1
333 1569 1
333 1580 1
333 1742 1
334 988 1
334 1065 1
334 1198 1
334 1654 1
335 1280 1
336 560 1
337 1304 1
338 365 1
338 865 1
340 676 1
340 683 1
340 1009 1
340 1216 1
341 746 1
341 880 1
341 1815 1
341 1947 1
342 762 1
342 1273 1
343 1923 1
344 555 1
345 523 1
347 1788 1
348 1623 1
348 1840 1
349 1348 1
349 1931 1
350 885 1
350 1864 1
351 779 1
351 1046 1
353 401 1
353 1215 1
353 1337 1
354 454 1
354 829 1
355 541 1
355 647 1
357 878 1
358 367 1
358 950 1
358 1169 1
358 1990 1
359 1041 1
360 779 1
360 1312 1
363 425 1
363 910 1
363 1566 1
363 1824 1
364 549 1
364 883 1
364 889 1
364 1667 1
364 1870 1
365 876 1
366 1073 1
366 1101 1
366 1718 1
368 1825 1
368 1900 1
369 514 1
369 834 1
371 1621 1
371 1693 1
372 1150 1
372 1619 1
373 562 1
374 1800 1
376 689 1
377 927 1
377 1432 1
380 1092 1
380 1980 1
381 839 1
381 1598 1
382 1456 1
382 1617 1
383 437 1
383 1346 1
384 948 1
384 1248 1
385 1790 1
386 1569 1
388 730 1
388 1077 1
388 1193 1
390 958 1
390 1717 1
391 1300 1
392 1109 1
392 1392 1
394 1124 1
395 1085 1
396 754 1
396 1155 1
397 603 1
399 471 1
399 1119 1
399 1148 1
399 1406 1
400 1571 1
400 1597 1
401 1294 1
402 1070 1
403 1374 1
405 825 1
406 622 1
407 1355 1
407 1524 1
407 1567 1
407 1747 1
408 1951 1
408 1992 1
409 588 1
409 1257 1
410 553 1
410 704 1
410 775 1
410 821 1
410 961 1
410 1057 1
410 1107 1
411 510 1
411 795 1
411 1520 1
412 1598 1
413 779 1
413 1037 1
413 1124 1
413 1401 1
414 984 1
414 1495 1
415 1917 1
416 463 1
416 1181 1
416 1625 1
417 567 1
417 1224 1
417 1485 1
418 966 1
418 1540 1
419 669 1
420 1462 1
420 1586 1
421 1215 1
422 791 1
423 974 1
423 1060 1
423 1275 1
424 691 1
424 1408 1
427 1115 1
427 1627 1
429 1026 1
430 1326 1
432 463 1
432 726 1
432 839 1
432 1574 1
432 1613 1
432 1824 1
433 743 1
433 1264 1
433 1904 1
436 1060 1
437 878 1
437 1464 1
437 1552 1
437 1721 1
438 992 1
438 1350 1
439 884 1
439 1418 1
439 1723 1
440 1322 1
440 1351 1
440 1406 1
441 1280 1
441 1430 1
442 890 1
442 1174 1
442 1360 1
443 1062 1
443 1132 1
444 1057 1
445 1097 1
445 1336 1
447 949 1
447 1555 1
448 967 1
448 1221 1
448 1522 1
449 580 1
449 1785 1
450 1048 1
451 1185 1
452 787 1
452 1370 1
452 1672 1
453 534 1
453 948 1
453 1139 1
454 1262 1
455 1396 1
455 1968 1
457 481 1
457 1251 1
457 1990 1
460 517 1
460 773 1
460 1301 1
460 1503 1
460 1662 1
461 864 1
461 1190 1
461 1686 1
462 495 1
462 839 1
462 1183 1
462 1756 1
463 492 1
465 569 1
466 1679 1
467 1399 1
467 1631 1
467 1875 1
467 1949 1
468 1314 1
468 1727 1
469 1814 1
470 652 1
470 892 1
471 994 1
471 1576 1
472 1316 1
472 1911 1
473 1833 1
474 1833 1
475 611 1
475 1080 1
475 1412 1
476 750 1
477 1365 1
478 1042 1
478 1526 1
479 763 1
479 814 1
480 1499 1
480 1635 1
483 783 1
483 1820 1
484 1990 1
485 584 1
485 719 1
485 1673 1
486 1791 1
487 1545 1
487 1992 1
488 1621 1
489 858 1
489 1155 1
490 1166 1
490 1671 1
490 1704 1
491 1535 1
493 1277 1
493 1891 1
494 1489 1
495 645 1
495 1611 1
495 1632 1
496 1162 1
496 1700 1
497 1881 1
498 613 1
498 1250 1
499 582 1
501 1369 1
501 1568 1
502 755 1
502 859 1
503 561 1
503 1492 1
504 1732 1
505 1782 1
506 1613 1
507 511 1
507 823 1
507 1016 1
507 1825 1
508 628 1
508 1414 1
509 794 1
509 1479 1
509 1789 1
509 1997 1
510 987 1
510 1710 1
511 627 1
511 755 1
511 1217 1
512 1982 1
513 875 1
514 884 1
514 1033 1
514 1299 1
516 675 1
516 1188 1
517 526 1
517 910 1
517 1974 1
518 896 1
518 1199 1
518 1854 1
520 1513 1
520 1882 1
522 748 1
522 1622 1
522 1962 1
523 1066 1
524 689 1
524 771 1
526 1800 1
527 617 1
531 1632 1
532 860 1
532 972 1
532 1056 1
534 1679 1
534 1929 1
535 1528 1
536 844 1
536 1005 1
536 1988 1
537 1209 1
537 1222 1
537 1411 1
539 1018 1
539 1563 1
540 739 1
543 927 1
543 970 1
543 1521 1
544 903 1
544 1527 1
545 1318 1
545 1319 1
545 1908 1
546 1298 1
549 965 1
549 986 1
549 1046 1
551 1983 1
553 780 1
553 851 1
