2000 99811
1 14 1
1 51 1
1 52 1
1 66 1
1 128 1
1 134 1
1 199 1
1 217 1
1 270 1
1 332 1
1 369 1
1 371 1
1 395 1
1 415 1
1 444 1
1 470 1
1 472 1
1 473 1
1 476 1
1 480 1
1 523 1
1 531 1
1 591 1
1 592 1
1 623 1
1 633 1
1 651 1
1 665 1
1 679 1
1 684 1
1 697 1
1 704 1
1 708 1
1 783 1
1 795 1
1 809 1
1 817 1
1 878 1
1 884 1
1 962 1
1 967 1
1 1008 1
1 1013 1
1 1032 1
1 1034 1
1 1050 1
1 1098 1
1 1107 1
1 1109 1
1 1110 1
1 1144 1
1 1156 1
1 1179 1
1 1182 1
1 1259 1
1 1268 1
1 1275 1
1 1323 1
1 1380 1
1 1387 1
1 1409 1
1 1419 1
1 1443 1
1 1492 1
1 1494 1
1 1507 1
1 1519 1
1 1521 1
1 1529 1
1 1567 1
1 1572 1
1 1596 1
1 1611 1
1 1612 1
1 1657 1
1 1658 1
1 1665 1
1 1682 1
1 1740 1
1 1761 1
1 1764 1
1 1772 1
1 1851 1
1 1858 1
1 1868 1
1 1876 1
1 1882 1
1 1894 1
1 1899 1
1 1941 1
1 1974 1
1 1993 1
2 17 1
2 19 1
2 27 1
2 32 1
2 56 1
2 65 1
2 73 1
2 75 1
2 92 1
2 118 1
2 122 1
2 124 1
2 169 1
2 178 1
2 196 1
2 222 1
2 234 1
2 236 1
2 249 1
2 271 1
2 275 1
2 289 1
2 300 1
2 397 1
2 399 1
2 404 1
2 418 1
2 458 1
2 492 1
2 494 1
2 496 1
2 520 1
2 521 1
2 595 1
2 596 1
2 599 1
2 697 1
2 712 1
2 760 1
2 797 1
2 798 1
2 803 1
2 834 1
2 835 1
2 855 1
2 871 1
2 942 1
2 1012 1
2 1015 1
2 1016 1
2 1040 1
2 1105 1
2 1132 1
2 1149 1
2 1158 1
2 1162 1
2 1173 1
2 1230 1
2 1316 1
2 1344 1
2 1382 1
2 1420 1
2 1441 1
2 1456 1
2 1459 1
2 1473 1
2 1476 1
2 1486 1
2 1487 1
2 1501 1
2 1522 1
2 1525 1
2 1527 1
2 1542 1
2 1552 1
2 1556 1
2 1560 1
2 1564 1
2 1565 1
2 1645 1
2 1756 1
2 1758 1
2 1772 1
2 1783 1
2 1799 1
2 1821 1
2 1883 1
2 1912 1
2 1926 1
2 1927 1
2 1929 1
2 1931 1
2 1961 1
3 20 1
3 35 1
3 52 1
3 80 1
3 90 1
3 92 1
3 93 1
3 105 1
3 129 1
3 130 1
3 141 1
3 162 1
3 182 1
3 183 1
3 205 1
3 212 1
3 245 1
3 247 1
3 248 1
3 249 1
3 260 1
3 276 1
3 306 1
3 336 1
3 366 1
3 410 1
3 420 1
3 441 1
3 444 1
3 470 1
3 482 1
3 498 1
3 512 1
3 513 1
3 528 1
3 531 1
3 532 1
3 562 1
3 577 1
3 612 1
3 628 1
3 642 1
3 663 1
3 692 1
3 735 1
3 749 1
3 769 1
3 774 1
3 775 1
3 792 1
3 798 1
3 828 1
3 840 1
3 868 1
3 872 1
3 884 1
3 937 1
3 942 1
3 975 1
3 1011 1
3 1021 1
3 1024 1
3 1058 1
3 1093 1
3 1099 1
3 1139 1
3 1152 1
3 1208 1
3 1219 1
3 1228 1
3 1260 1
3 1273 1
3 1277 1
3 1283 1
3 1309 1
3 1351 1
3 1355 1
3 1389 1
3 1393 1
3 1410 1
3 1416 1
3 1458 1
3 1482 1
3 1488 1
3 1515 1
3 1527 1
3 1559 1
3 1569 1
3 1575 1
3 1581 1
3 1595 1
3 1617 1
3 1621 1
3 1636 1
3 1707 1
3 1708 1
3 1715 1
3 1717 1
3 1728 1
3 1735 1
3 1737 1
3 1747 1
3 1765 1
3 1778 1
3 1780 1
3 1802 1
3 1812 1
3 1823 1
3 1838 1
3 1846 1
3 1868 1
3 1898 1
3 1900 1
3 1918 1
3 1926 1
3 1958 1
3 1972 1
3 1982 1
3 2000 1
4 37 1
4 53 1
4 55 1
4 119 1
4 125 1
4 146 1
4 154 1
4 164 1
4 226 1
4 264 1
4 282 1
4 289 1
4 305 1
4 353 1
4 370 1
4 411 1
4 412 1
4 503 1
4 532 1
4 535 1
4 543 1
4 594 1
4 596 1
4 611 1
4 614 1
4 652 1
4 663 1
4 665 1
4 705 1
4 711 1
4 719 1
4 773 1
4 778 1
4 817 1
4 843 1
4 857 1
4 870 1
4 884 1
4 919 1
4 967 1
4 968 1
4 1003 1
4 1009 1
4 1027 1
4 1036 1
4 1039 1
4 1046 1
4 1072 1
4 1082 1
4 1094 1
4 1095 1
4 1099 1
4 1100 1
4 1110 1
4 1130 1
4 1166 1
